1.048279999999999923e+01,-1.781289999999999907e+01,-1.961739999999999995e+01,-2.044180000000000064e+01,-2.085210000000000008e+01,-2.121189999999999998e+01,7.571999999999999842e-01,8.909700000000000841e+00,7.549999999999999767e-02,1.333709999999999951e+01,-2.169999999999999984e-01,2.491000000000000103e+00,3.619999999999999885e-01,1.745999999999999996e+00,-1.040729999999999933e+01
1.000420000000000087e+01,-1.927270000000000039e+01,-2.004579999999999984e+01,-2.045120000000000005e+01,-2.063060000000000116e+01,-2.061690000000000111e+01,3.876000000000000001e-01,7.596300000000000274e+00,7.159999999999999698e-02,1.191629999999999967e+01,-6.709000000000000519e-01,6.408999999999999808e+00,5.000000000000000278e-02,3.871999999999999886e+00,-9.932600000000000762e+00
1.012880000000000003e+01,-1.806370000000000076e+01,-1.953780000000000072e+01,-2.019010000000000105e+01,-2.046069999999999922e+01,-2.068130000000000024e+01,6.257000000000000339e-01,8.832399999999999807e+00,-1.129799999999999915e+00,1.315240000000000009e+01,1.332899999999999974e+00,1.737999999999999989e+00,4.729999999999999760e-01,1.540000000000000036e+00,-1.125859999999999950e+01
8.474299999999999500e+00,-1.565850000000000009e+01,-1.677260000000000062e+01,-1.710399999999999920e+01,-1.725120000000000076e+01,-1.708350000000000080e+01,3.703000000000000180e-01,7.379199999999999982e+00,-1.327499999999999902e+00,1.175159999999999982e+01,1.542999999999999927e+00,1.411999999999999922e+00,2.530000000000000027e-01,8.359999999999999654e-01,-9.801800000000000068e+00
9.493999999999999773e+00,-1.788670000000000115e+01,-1.872589999999999932e+01,-1.913200000000000145e+01,-1.921719999999999828e+01,-1.893959999999999866e+01,4.198999999999999955e-01,7.057500000000000107e+00,-6.821000000000000396e-01,1.163840000000000074e+01,-3.599999999999999728e-02,6.610999999999999766e+00,7.099999999999999367e-02,4.187999999999999723e+00,-1.017609999999999992e+01
9.762199999999999989e+00,-1.814219999999999899e+01,-1.916079999999999828e+01,-1.968090000000000117e+01,-1.991479999999999961e+01,-2.012699999999999889e+01,4.845999999999999752e-01,8.873599999999999710e+00,-1.170000000000000068e-01,1.258469999999999978e+01,-2.000000000000000042e-03,1.169000000000000039e+00,4.570000000000000173e-01,8.629999999999999893e-01,-9.879200000000000870e+00
1.040099999999999980e+01,-1.855450000000000088e+01,-1.984240000000000137e+01,-2.054070000000000107e+01,-2.085679999999999978e+01,-2.106840000000000046e+01,6.541000000000000147e-01,8.778100000000000236e+00,-5.534999999999999920e-01,1.226900000000000013e+01,4.815999999999999726e-01,2.666999999999999815e+00,5.979999999999999760e-01,1.993999999999999995e+00,-1.095449999999999946e+01
9.364000000000000767e+00,-1.810879999999999868e+01,-1.901820000000000022e+01,-1.937150000000000105e+01,-1.949040000000000106e+01,-1.974660000000000082e+01,3.299000000000000266e-01,7.213000000000000078e+00,-1.565999999999999892e-01,1.278330000000000055e+01,6.710000000000000409e-01,4.735999999999999766e+00,1.120000000000000023e-01,2.983999999999999986e+00,-9.520599999999999952e+00
9.888400000000000745e+00,-1.701820000000000022e+01,-1.867460000000000164e+01,-1.936110000000000042e+01,-1.966809999999999903e+01,-1.990080000000000027e+01,6.811000000000000387e-01,8.696999999999999176e+00,-1.573499999999999899e+00,1.411720000000000041e+01,1.135899999999999910e+00,1.576999999999999957e+00,3.099999999999999978e-01,1.024999999999999911e+00,-1.146189999999999998e+01
8.845000000000000639e+00,-1.728190000000000026e+01,-1.815399999999999991e+01,-1.848170000000000002e+01,-1.858520000000000039e+01,-1.871399999999999864e+01,3.234000000000000208e-01,8.122299999999999187e+00,-4.798999999999999932e-01,1.149269999999999925e+01,-4.497999999999999776e-01,9.250000000000000444e-01,4.229999999999999871e-01,6.019999999999999796e-01,-9.324899999999999523e+00
