X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
0.32922946823857147,0.3193115999235481,0.5855595059091354,0.6237658674188995,0.6249968090266256,0.3272605016429633,0.1884047240013328,0.151294544541689,0.4007542213088706,0.3540984390313868,0.5248798106254728,0.08390190650707632,0.0,0.07666547063748355,0.6388247141757002
0.5619061831567425,0.24141369653556266,0.5426848976265086,0.555237604426603,0.5360835269190516,0.2704101698785857,0.2202065825034245,0.1741159555895342,0.4953496747950255,0.12626395429445614,0.49715694169900193,0.19965690670201572,0.194,0.20745126181078816,0.5422664534091579
0.16863154753021958,0.4037827102221261,0.7696350529081935,0.8097672778561353,0.7894212850687974,0.39896728029332307,0.1590092925104587,0.16059426954368594,0.44963030444270247,0.27746037817034397,0.34765844254093764,0.036297711411750956,0.0,0.033189809831359884,0.811879233062812
0.804631149579665,0.046835137987485176,0.13501777659111003,0.15612455245741552,0.15662573711484917,0.07648342446809875,0.2579689756025323,0.25020254002304965,0.772462447829495,0.3387517032008218,0.45850111037899316,0.2837927404577177,0.139,0.27125941872981696,0.6078431372549016
0.7519773168183852,0.0739174152588149,0.17856691165104444,0.20125854399479204,0.200469711280729,0.09940878699838884,0.2425308207767206,0.23349726713602703,0.7738183513061163,0.7456553438672815,0.6407740927837569,0.26195953058598775,0.278,0.2590599210620739,0.6509093063207154
0.5897129781624633,0.11788560459376596,0.24413653546183944,0.24765379190626025,0.23347713986674457,0.11479808680427817,0.2731109547961941,0.11852299827698343,0.7237982246138852,0.34958047474481857,0.5256607365107255,0.3901126749580881,0.0,0.3565362994857074,0.7331121773986531
0.510073123414416,0.2060048031777424,0.42173381487050454,0.44322990126939343,0.43418936512393724,0.22060745232869405,0.24005034985746548,0.2498259867407603,0.6084404991419673,0.1624793823058348,0.331112575347146,0.07197161682716677,0.037,0.06745604592752062,0.6888217522658606
0.7827936128935977,0.13513715648553637,0.25270864659012604,0.26838993164804137,0.2722538483138899,0.1546922774387538,0.24056865721372772,0.23672649679929714,0.7104298637740726,0.27093442975641224,0.31934987920052715,0.2867558189403096,0.203,0.3381772515249372,0.5673637027822203
0.49236432373277617,0.25072089216118054,0.4855749638144484,0.500135618964956,0.4895591351185766,0.24310780122048703,0.23949502054718447,0.12433104738866008,0.5536747102815618,0.14682188702698795,0.13895599970715278,0.2377480603532302,0.078,0.2256907068532472,0.6518373714037475
0.6535840421827588,0.1285556395788494,0.3153412683913941,0.33286318758815225,0.3226329359507827,0.16496238312124945,0.23594091296138614,0.23860926321074438,0.6667231626448592,0.3939473621303753,0.38675354467140105,0.15376817809661197,0.432,0.1250448510943667,0.6292083802302388
0.5700641695269362,0.23440005983197199,0.4346200868453227,0.4585005967234457,0.4431368544660863,0.2337638446606869,0.2257598756062345,0.21640403026119104,0.5435054342069023,0.1610451079291466,0.3112721770749445,0.1328706772193848,0.069,0.12456643942112187,0.5806725509942141
0.40921752972193226,0.3194113198766797,0.5916724048284872,0.6274682651622001,0.6090547060475329,0.3435949810329735,0.19384695124208656,0.14421990711685706,0.49776487786275714,0.10692515478210973,0.4159162456988067,0.13010253811064762,0.075,0.12079894749431885,0.6657386015836342
0.6543053275630506,0.2717618022719528,0.43501356079875153,0.4379814473255941,0.41658795599009535,0.2094936628563453,0.27699825996816113,0.19316042310896087,0.5428062964767696,0.1863122415318048,0.48766381140639875,0.2527583921400445,0.058,0.24141849061117088,0.5131410066544237
